index,complaints,transactions_ytd,avg_tr_amt,time_on_site,total_discounts,num_reviews,avg_review,returns,latest_review,num_total_purchases,purchase_made_last_month
2598,7,18,151.53,151.53,70.75,7,2.71,9,2,38,Yes
2599,7,13,210.22,210.22,145.46,11,3.81,11,4,37,Yes
2600,3,13,178.03,178.03,150.16,7,3.12,5,4,31,No
2601,8,11,179.63,179.63,153.07,8,2.79,15,3,31,No
2602,6,12,176.95,176.95,114.97,7,2.75,13,3,40,Yes
2603,7,20,161.44,161.44,127.41,6,2.14,9,3,46,Yes
2604,4,19,199.73,199.73,162.56,10,3,11,3,43,Yes
2605,10,15,139.9,139.9,144.76,10,2.07,9,3,32,No
2606,13,13,118.89,118.89,148.25,11,1.98,7,3,26,No
2607,7,13,199.97,199.97,144.48,7,3.1,15,4,40,No
2608,4,14,181.43,181.43,127.43,7,2.78,12,2,43,Yes
2609,4,16,177.06,177.06,119.57,8,2.48,9,3,44,Yes
2610,8,10,196,196,109.8,10,3.81,8,4,38,Yes
2611,4,16,171.06,171.06,103.08,7,2.16,12,3,44,Yes
2612,10,13,191.56,191.56,201.28,11,3.03,13,4,35,No
2613,8,10,183.75,183.75,150.77,8,3.55,12,3,26,No
2614,11,14,112.08,112.08,140.74,10,1.68,6,3,26,No
2615,5,17,204.79,204.79,153.29,10,3.21,13,3,41,Yes
2616,6,14,190.88,190.88,125.39,10,3.39,10,3,42,Yes
2617,7,15,211.06,211.06,153.54,11,3.69,13,4,37,Yes
2618,6,15,207.14,207.14,149.39,12,3.62,11,3,42,Yes
2619,6,11,175.44,175.44,128.01,8,2.43,15,3,35,Yes
2620,9,16,215.28,215.28,161.69,9,3.94,13,4,37,No
2621,6,10,194.01,194.01,136.37,8,3.05,11,3,46,Yes
2622,6,14,174.61,174.61,102.98,8,2.86,12,3,38,Yes
2623,11,14,168.46,168.46,189.83,9,2.36,15,3,33,No
2624,5,14,186.66,186.66,122.6,7,3.01,11,3,44,Yes
2625,4,17,188.03,188.03,111.36,9,2.98,8,3,44,Yes
2626,7,9,168.56,168.56,120.09,9,2.5,12,4,31,No
2627,5,11,177.89,177.89,130.85,9,2.59,16,3,32,Yes
2628,7,15,168.31,168.31,150.98,11,2.31,12,3,35,Yes
2629,7,11,165.61,165.61,129.15,9,2.34,11,3,40,Yes
2630,7,16,148.66,148.66,97.85,6,2.1,10,2,40,Yes
2631,8,13,182.12,182.12,100.18,8,3.54,11,3,34,No
2632,7,11,184.05,184.05,110.13,9,2.96,12,4,35,Yes
2633,7,15,177.12,177.12,137.26,10,2.78,10,3,38,Yes
2634,6,17,171.61,171.61,105.47,6,2.52,14,3,37,Yes
2635,10,12,184.98,184.98,102.56,10,3.57,16,3,31,No
2636,6,15,203.12,203.12,157.89,11,3.52,12,3,41,Yes
2637,4,16,177.88,177.88,107.25,8,2.55,11,3,40,Yes
2638,5,13,179.2,179.2,75.08,7,2.76,11,4,36,Yes
2639,6,12,187.87,187.87,118.11,9,3.18,11,3,37,Yes
2640,5,17,195.02,195.02,158.35,11,2.88,12,3,45,Yes
2641,8,15,143.76,143.76,132.86,8,2.03,8,3,33,No
2642,7,14,149.56,149.56,104.89,9,2.28,12,3,29,Yes
2643,7,11,151.34,151.34,97.23,9,1.48,18,4,31,No
2644,6,16,207.68,207.68,132.62,11,3.79,11,3,45,Yes
2645,7,14,204.32,204.32,159.91,11,3.43,12,3,41,Yes
2646,7,15,131.9,131.9,41.34,7,1.98,11,3,28,No
2647,4,17,182.56,182.56,105.74,9,2.36,15,3,39,Yes
2648,6,7,197.78,197.78,127.06,7,3.93,7,4,33,No
2649,11,12,126.43,126.43,111.61,9,2.21,7,3,26,No
2650,6,16,194.67,194.67,179.04,9,2.52,14,4,40,No
2651,9,12,190.18,190.18,162.63,8,3.03,17,3,36,No
2652,6,9,173.37,173.37,48.31,8,2.92,10,4,38,Yes
2653,8,10,184.65,184.65,108.99,9,3.11,12,3,37,Yes
2654,6,6,186.71,186.71,113.36,8,3.87,8,4,25,No
2655,6,11,184.36,184.36,69.11,8,4.09,7,3,29,No
2656,6,14,180.06,180.06,143.34,9,2.45,15,3,35,Yes
2657,11,13,153.5,153.5,101.8,8,2.99,10,3,28,No
2658,7,11,188.14,188.14,127.05,10,3.09,14,3,34,Yes
2659,8,15,137.46,137.46,111.11,8,2.65,6,3,25,No
2660,9,13,165.43,165.43,130.05,8,2.7,11,3,33,No
2661,6,12,179.44,179.44,86.28,6,2.87,15,3,32,No
2662,5,15,165.95,165.95,109.13,6,2.72,9,2,45,Yes
2663,5,15,193.5,193.5,167.98,11,2.88,14,3,38,Yes
2664,8,10,186.96,186.96,161.02,9,3.17,12,3,34,No
2665,6,12,184.79,184.79,142.09,9,2.76,11,3,43,Yes
2666,6,15,184.77,184.77,123.49,6,2.68,13,3,43,Yes
2667,7,11,188.44,188.44,150.69,9,2.92,13,4,38,Yes
2668,5,13,172.84,172.84,91.78,7,2.58,12,3,38,Yes
2669,8,13,163.42,163.42,93.1,8,3.13,9,3,27,No
2670,5,16,190.98,190.98,137.53,9,2.98,14,2,42,Yes
2671,6,15,197.38,197.38,137.28,10,3.3,10,4,40,Yes
2672,6,16,177.06,177.06,129.06,9,2.84,12,3,35,Yes
2673,5,14,191.48,191.48,103.34,9,3.23,10,3,41,Yes
2674,6,17,222,222,216.12,12,3.56,18,3,40,Yes
2675,7,15,186.57,186.57,137.61,11,3.04,10,3,41,Yes
2676,9,15,167.91,167.91,135.34,9,2.49,13,3,35,No
2677,4,12,189.85,189.85,151.89,9,2.84,14,3,37,Yes
2678,7,12,195.82,195.82,124.98,10,3.42,11,4,37,Yes
2679,6,11,187.74,187.74,105.12,10,3.12,11,4,36,Yes
2680,6,15,184.34,184.34,129.28,9,2.92,13,3,39,Yes
2681,7,22,145.04,145.04,104.61,7,2.03,10,3,37,Yes
2682,5,16,194.22,194.22,146.32,10,2.91,13,3,41,Yes
2683,5,17,204.54,204.54,139.88,11,3.16,14,4,37,Yes
2684,6,17,196.19,196.19,181.66,8,3.46,8,3,39,No
2685,5,16,172.83,172.83,107.53,6,2.64,15,2,34,Yes
2686,5,15,194.81,194.81,136.84,10,3.11,12,3,41,Yes
2687,6,16,154.65,154.65,193.56,10,2.53,7,3,22,No
2688,6,16,183.23,183.23,115.63,8,3.09,10,2,46,Yes
2689,7,12,204.91,204.91,173.22,13,3.34,11,4,40,Yes
2690,5,17,200.85,200.85,159.13,10,3.1,15,3,39,Yes
2691,6,14,155.1,155.1,118.55,6,1.88,16,3,29,Yes
2692,6,8,203.12,203.12,127.85,8,3.85,12,3,34,No
2693,6,14,186.92,186.92,120.75,9,2.57,15,4,35,Yes
2694,10,13,173.57,173.57,129.03,8,2.82,12,4,34,No
2695,11,7,175.47,175.47,102.35,10,3.45,13,4,25,No
2696,5,12,185.55,185.55,126.74,10,2.98,16,3,30,Yes
2697,9,9,203.72,203.72,159.71,6,2.75,20,4,43,No
2698,9,7,197.58,197.58,88.51,6,3.42,14,4,40,No
2699,10,15,166.01,166.01,156.42,11,2.64,13,3,32,No
2700,8,14,183.37,183.37,116.62,8,3.23,12,4,33,No
2701,8,12,156.91,156.91,149.72,7,2.83,8,3,31,No
2702,5,14,187.97,187.97,114.53,7,2.92,15,3,36,Yes
2703,5,15,171.58,171.58,101.68,3,2.39,13,2,47,Yes
2704,7,16,161.27,161.27,101.01,6,2.74,7,3,35,No
2705,9,9,203.76,203.76,99.35,11,4.23,8,4,36,Yes
2706,7,14,208.64,208.64,165.72,13,3.51,14,3,41,Yes
2707,9,14,147.69,147.69,73.54,8,2.61,11,3,31,No
2708,7,13,161.4,161.4,137.52,8,2.15,10,3,40,Yes
2709,9,11,178.73,178.73,134.2,8,3.21,11,3,34,No
2710,6,17,196.92,196.92,191.43,9,2.75,12,4,41,No
2711,9,10,207.99,207.99,132.33,12,4.31,9,3,42,Yes
2712,4,20,202.78,202.78,177.46,11,2.84,14,3,45,Yes
2713,7,13,168.8,168.8,139.83,9,2.71,5,3,44,Yes
2714,8,18,170.97,170.97,97.67,9,2.91,10,4,32,No
2715,7,10,201.52,201.52,140.09,6,3.7,14,3,34,No
2716,7,15,166.64,166.64,141.97,8,2.55,12,3,29,No
2717,6,14,186.27,186.27,120.97,7,2.97,13,3,36,No
2718,10,9,179.25,179.25,87.72,9,3.31,12,4,34,No
2719,7,15,169.04,169.04,103.32,7,2.54,11,3,43,No
2720,5,17,208.01,208.01,158.57,11,3.29,14,4,38,Yes
2721,5,13,180.68,180.68,116.99,8,2.86,14,3,36,Yes
2722,4,8,184.39,184.39,67.16,5,3.6,2,4,38,No
2723,8,7,199.6,199.6,157.27,9,3.71,15,3,28,No
2724,7,15,204.43,204.43,148.49,10,3.63,11,4,39,Yes
2725,6,17,214.23,214.23,186.92,13,3.71,11,3,46,Yes
2726,5,16,190.46,190.46,133.96,7,2.9,13,3,43,Yes
2727,6,12,198.43,198.43,171.33,7,3.01,13,4,37,No
2728,7,12,194.16,194.16,215.92,8,2.39,15,4,37,No
2729,5,8,195.05,195.05,130.89,6,3.34,10,4,34,No
2730,7,10,171.54,171.54,124.59,9,2.82,7,4,35,No
2731,8,4,197.32,197.32,150.46,10,3.77,12,4,29,No
2732,6,15,181.68,181.68,142.38,11,2.76,14,3,33,Yes
2733,6,15,160.98,160.98,127.79,7,2.08,13,2,40,Yes
2734,7,10,190.52,190.52,116.08,7,3.48,12,3,36,No
2735,7,18,171.78,171.78,124.54,7,2.44,11,3,43,Yes
2736,7,15,191.79,191.79,141.86,12,3.21,12,4,36,Yes
2737,6,13,191.23,191.23,97.83,10,3.27,12,3,38,Yes
2738,9,14,152.27,152.27,114.24,8,2.83,8,3,27,No
2739,10,12,165.63,165.63,156.33,9,2.4,12,4,33,No
2740,12,17,164.87,164.87,119.41,10,3.37,10,3,30,No
2741,7,15,177.14,177.14,102.84,8,3.01,12,3,34,No
2742,10,11,187.72,187.72,99.89,8,2.95,18,3,40,No
2743,5,13,180.87,180.87,70.7,9,2.92,11,3,41,Yes
2744,8,13,159.93,159.93,130.51,8,2.46,11,3,33,No
2745,9,17,176.32,176.32,114.97,9,3.28,9,4,31,No
2746,7,15,202.38,202.38,165.28,10,3.17,14,4,37,Yes
2747,10,13,172.69,172.69,140.6,9,2.73,15,3,34,No
2748,5,15,181.98,181.98,106.25,9,2.44,14,4,34,Yes
2749,10,15,163.94,163.94,130.33,11,3.04,12,3,27,No
2750,6,15,166.22,166.22,65.32,6,2.89,12,3,29,No
2751,7,18,187.13,187.13,119.28,6,3.53,8,3,40,No
2752,5,14,190.51,190.51,152.21,10,2.95,13,3,38,Yes
2753,9,17,155.55,155.55,111.57,9,2.92,7,3,31,No
2754,3,16,212.88,212.88,82.48,6,3.59,17,3,36,No
2755,6,13,193.4,193.4,109.21,10,3.25,12,4,39,Yes
2756,5,17,203.1,203.1,161.22,11,3.16,13,3,41,Yes
2757,7,16,145.43,145.43,108.21,7,2.51,5,3,32,No
2758,5,14,181.5,181.5,186.52,8,2.95,9,3,32,No
2759,6,14,177.09,177.09,142.51,8,2.54,12,3,40,Yes
2760,11,11,186.45,186.45,199.45,10,3.09,13,4,34,No
2761,6,13,158.49,158.49,111.16,8,2.4,12,3,35,Yes
2762,4,9,155.24,155.24,104.03,5,2.26,11,2,39,Yes
2763,7,13,207.69,207.69,131.82,11,3.63,14,4,35,Yes
2764,6,15,162.56,162.56,128.7,6,2.21,10,3,44,Yes
2765,7,12,171.34,171.34,136.3,10,1.86,18,4,33,No
2766,5,13,173.71,173.71,97.35,7,2.19,14,4,34,Yes
2767,7,11,140.78,140.78,122.29,8,1.52,12,3,37,Yes
2768,9,12,194.01,194.01,126.09,7,3.17,18,3,38,No
2769,8,14,155.94,155.94,123.04,10,2.05,14,3,32,No
2770,5,14,198.76,198.76,142.81,9,3.26,12,3,42,Yes
2771,9,13,147.35,147.35,107.53,7,2.39,9,3,33,No
2772,8,12,172.62,172.62,118.89,7,2.79,11,4,33,No
2773,5,13,185.41,185.41,161.37,6,3.04,9,3,35,No
2774,8,10,158.29,158.29,146.84,7,2.08,13,4,33,No
2775,6,14,189.82,189.82,109.9,9,3.15,12,3,41,Yes
2776,5,14,195.41,195.41,124.89,10,3.34,11,3,42,Yes
2777,8,11,202.58,202.58,130.79,10,3.85,11,3,37,Yes
2778,6,18,175.78,175.78,140.64,10,2.57,13,3,38,Yes
2779,7,15,184.96,184.96,171.01,8,2.37,13,4,41,No
2780,6,13,201.22,201.22,102.3,7,2.91,18,4,35,No
2781,8,10,180.06,180.06,132.77,8,2.99,14,3,32,No
2782,7,12,162.21,162.21,99.22,6,2.66,12,3,33,No
2783,7,14,213.74,213.74,148.33,12,3.9,12,4,39,Yes
2784,7,11,199.25,199.25,106.84,11,3.67,11,4,38,Yes
2785,8,12,218.3,218.3,187.13,13,4.07,13,3,37,Yes
2786,5,14,175.43,175.43,112.7,8,2.43,11,4,39,Yes
2787,7,11,198.93,198.93,149.99,11,3.22,16,4,33,Yes
2788,10,8,187.97,187.97,98.53,9,3.56,14,4,33,No
2789,7,10,176.81,176.81,78.69,8,2.98,12,3,38,Yes
2790,4,17,182.24,182.24,118.42,7,2.44,13,4,38,Yes
2791,6,10,184.17,184.17,133.04,9,2.78,14,4,33,Yes
2792,11,18,125.7,125.7,115.69,11,2.25,6,3,25,No
2793,10,14,176.95,176.95,166.56,8,3.42,9,3,35,No
2794,3,7,189.89,189.89,110.28,7,3.37,12,2,40,Yes
2795,7,9,195.65,195.65,190.94,7,3.01,15,4,32,No
2796,7,10,183.16,183.16,158.4,7,3.21,9,4,30,No
2797,5,11,166.37,166.37,142.1,8,2.19,13,3,40,Yes
2798,6,9,188.69,188.69,142.29,7,3.17,10,4,34,No
2799,6,16,203.13,203.13,150.17,10,3.33,14,3,39,Yes
2800,10,14,174.97,174.97,144.38,9,2.9,14,3,33,No
2801,5,16,148.85,148.85,80.77,9,2.89,2,4,25,No
2802,5,9,180.49,180.49,125.8,7,2.77,12,3,40,Yes
2803,10,11,113.38,113.38,123.92,10,1.18,10,3,27,No
2804,5,17,165.6,165.6,116.24,5,2.36,11,2,43,Yes
2805,7,15,175.46,175.46,117.31,10,2.94,11,3,37,No
2806,6,14,194.74,194.74,130.38,10,3.26,13,3,41,Yes
2807,4,11,188.72,188.72,138.95,7,2.74,14,2,44,Yes
2808,7,12,194.12,194.12,104.51,10,3.77,6,4,40,Yes
2809,8,8,187.76,187.76,84.76,9,3.55,12,4,35,Yes
2810,8,20,165.19,165.19,159.42,11,2.15,10,3,43,Yes
2811,5,7,163.25,163.25,85.61,4,2.04,18,3,33,No
2812,8,18,164.86,164.86,125.17,8,2.51,8,3,43,Yes
2813,6,14,156.51,156.51,81.33,7,2.04,13,4,32,No
2814,5,16,197.25,197.25,120.71,8,3.36,13,3,41,Yes
2815,5,16,194.99,194.99,133.82,10,2.85,15,4,33,Yes
2816,5,12,183.9,183.9,181.21,8,2.91,10,4,31,No
2817,5,13,180.63,180.63,48.29,8,2.9,12,4,37,Yes
2818,7,12,190.01,190.01,115.69,9,2.99,15,5,29,Yes
2819,6,11,156.53,156.53,109.57,6,2.05,12,3,35,No
2820,7,14,199.84,199.84,170.71,10,3.46,10,3,40,Yes
2821,5,17,213.69,213.69,168.16,12,3.82,11,3,45,Yes
2822,5,16,210.78,210.78,124.72,6,3.43,13,4,41,No
2823,11,13,139.83,139.83,143.75,9,2.74,6,2,30,No
2824,5,13,189.3,189.3,143.53,7,2.57,16,3,40,Yes
2825,8,13,155.95,155.95,160.02,11,2.37,8,4,26,No
2826,11,11,183.74,183.74,144.31,11,3.51,16,3,28,No
2827,10,12,172.25,172.25,121.28,10,2.73,15,3,32,No
2828,6,13,197.1,197.1,100.63,10,3.47,11,4,36,Yes
2829,7,13,201.44,201.44,129.54,11,3.62,10,4,40,Yes
2830,5,16,185.88,185.88,120.01,8,2.6,14,3,39,Yes
2831,9,9,171.17,171.17,181.29,6,2.62,12,3,36,No
2832,7,12,167.33,167.33,154.51,10,1.54,17,4,35,No
2833,7,10,175.88,175.88,96.75,7,3.45,6,4,31,No
2834,5,17,205.44,205.44,165.25,11,3.07,15,4,38,Yes
2835,7,10,179.14,179.14,139.47,9,3.06,12,4,29,No
2836,9,16,168.5,168.5,156.76,10,2.7,14,3,30,No
2837,7,17,186.79,186.79,149.13,8,2.76,11,4,39,No
2838,4,15,173.61,173.61,106.02,5,2.76,10,2,45,Yes
2839,7,14,216.04,216.04,199.92,7,3.35,13,4,44,No
2840,5,17,196.16,196.16,145.4,9,3.01,13,3,41,Yes
2841,6,7,180.7,180.7,113.61,8,2.99,10,4,32,No
2842,9,14,155.74,155.74,149.76,7,2.44,8,3,34,No
2843,4,14,175.89,175.89,85.66,5,2.48,12,4,36,No
2844,6,10,178.46,178.46,150.27,10,2.45,16,3,32,Yes
2845,9,11,155.39,155.39,152.27,8,2.06,13,3,34,No
2846,5,11,157.38,157.38,100.1,6,2.3,12,2,39,Yes
2847,6,14,199.99,199.99,123.34,11,3.43,11,3,41,Yes
2848,6,15,169.39,169.39,123.38,7,2.37,11,3,45,Yes
2849,7,15,170.52,170.52,132.22,10,3.03,10,3,31,No
2850,8,8,189.17,189.17,153.4,9,3.14,11,4,39,No
2851,6,14,175.31,175.31,151.04,9,2.08,15,4,37,No
2852,6,13,196.18,196.18,170.36,9,3.64,14,2,31,No
2853,8,17,158.19,158.19,118.81,8,2.71,7,3,32,No
2854,8,11,206.02,206.02,120.66,13,3.8,13,4,37,Yes
2855,5,13,161.57,161.57,109.86,7,1.97,13,3,35,No
2856,5,15,196.99,196.99,149.64,8,3.05,12,3,46,Yes
2857,8,12,220.5,220.5,139.19,13,4.33,13,4,36,Yes
2858,7,11,208.3,208.3,126.84,11,3.67,15,4,35,Yes
2859,6,17,163.56,163.56,114.64,7,2.45,11,3,41,Yes
2860,7,14,179.58,179.58,162.95,12,2.56,13,4,35,Yes
2861,11,18,170.22,170.22,177.37,10,3.04,6,4,35,No
2862,7,15,210.42,210.42,161.1,12,3.69,12,3,42,Yes
2863,9,7,202.5,202.5,89.22,11,4.26,9,4,34,Yes
2864,7,13,207.49,207.49,166.8,9,2.81,18,4,40,No
2865,7,12,176.68,176.68,104.08,6,2.64,15,3,34,No
2866,6,12,166.52,166.52,58.11,7,2.4,15,3,35,No
2867,4,15,199.32,199.32,183.83,7,2.61,12,4,39,No
2868,5,13,172.26,172.26,105.4,7,2.74,12,2,39,Yes
2869,7,19,166.76,166.76,138.16,9,2.37,11,3,39,Yes
2870,6,12,173.19,173.19,107.22,8,2.2,16,3,36,No
2871,7,11,191.03,191.03,113.87,9,3.17,13,4,34,Yes
2872,6,17,223.86,223.86,157.77,7,3.76,13,4,43,No
2873,4,16,223.29,223.29,102.51,6,3.08,19,4,44,No
2874,8,13,168.3,168.3,146.32,8,2.47,13,3,34,No
2875,6,15,202.31,202.31,144.78,11,3.64,9,3,45,Yes
2876,5,16,188.46,188.46,151.3,8,2.87,12,3,41,Yes
2877,7,12,199.09,199.09,102.24,10,3.62,13,4,36,Yes
2878,7,11,194.78,194.78,121.73,7,3.32,13,3,40,No
2879,10,12,189.25,189.25,138.94,8,3.48,14,3,35,No
2880,4,19,202.73,202.73,154.65,11,2.79,14,3,44,Yes
2881,7,10,189.13,189.13,100.65,10,3.88,8,3,34,No
2882,7,14,112.88,112.88,91.7,8,1.32,9,3,28,No
2883,6,13,177.55,177.55,139.69,9,2.77,9,3,44,Yes
2884,6,14,170.61,170.61,145.01,9,2.38,13,3,37,Yes
2885,10,14,181.68,181.68,126.5,9,3.35,15,3,33,No
2886,6,12,173.15,173.15,137.99,11,2.99,10,3,28,No
2887,6,16,172.36,172.36,114.48,7,2.91,7,2,47,Yes
2888,6,13,197.08,197.08,98.5,9,3.87,9,3,42,No
2889,5,14,172.83,172.83,118.98,7,2.73,9,2,48,Yes
2890,5,18,173.37,173.37,106.13,4,2.54,12,2,45,Yes
2891,11,15,158.17,158.17,130.84,10,2.71,11,3,32,No
2892,7,11,177.31,177.31,73.91,7,3.25,6,4,38,No
2893,8,6,189.21,189.21,74,8,3.38,11,4,40,No
2894,4,13,189.34,189.34,123.55,7,3.02,12,3,42,Yes
2895,6,14,166.44,166.44,101.57,6,2.6,11,2,40,Yes
2896,6,15,184.27,184.27,153.66,10,2.87,10,3,39,Yes
2897,7,14,184.73,184.73,86.12,6,3.16,13,4,36,No
2898,9,10,195.96,195.96,114.01,6,3.51,13,4,38,No
2899,7,14,168.23,168.23,88.81,7,3.01,12,3,32,No
2900,4,16,175.04,175.04,99.81,7,2.36,12,4,38,Yes
2901,6,16,168.92,168.92,111.91,6,2.51,10,2,47,Yes
2902,5,15,199.57,199.57,122.05,10,3.41,11,3,42,Yes
2903,7,11,189.05,189.05,104.29,9,3.04,15,4,33,Yes
2904,5,15,182.52,182.52,141.43,9,2.74,13,3,38,Yes
2905,6,11,178.66,178.66,108.8,8,2.73,15,3,34,Yes
2906,6,13,191.24,191.24,132.57,10,2.97,14,4,37,Yes
2907,4,18,206.26,206.26,177.12,12,3.1,13,3,43,Yes
2908,8,16,178.55,178.55,134.66,8,3.14,10,3,35,No
2909,3,12,210.64,210.64,122.5,6,2.76,19,4,39,No
2910,6,15,199.82,199.82,130.27,9,3.11,13,4,35,Yes
2911,8,12,186.06,186.06,111.42,8,3.49,14,3,32,No
2912,6,11,171.88,171.88,98.6,8,2.69,12,3,40,Yes
2913,6,14,149.8,149.8,119.89,6,1.71,13,2,39,Yes
2914,7,13,210.98,210.98,180.84,8,3.2,16,4,38,No
2915,10,20,200.04,200.04,222.95,12,4,7,3,38,No
2916,9,12,172.89,172.89,100.49,9,2.99,12,3,33,No
2917,8,13,175.55,175.55,152.96,8,2.98,11,3,31,No
2918,10,7,187.41,187.41,185.33,10,3.18,15,4,29,No
2919,8,15,168.67,168.67,112.93,8,2.51,12,4,34,No
2920,7,9,185.1,185.1,121.29,6,3.5,9,4,32,No
2921,7,18,169.35,169.35,113.73,7,2.68,8,3,46,Yes
2922,5,8,200.18,200.18,125.98,8,3.64,10,4,36,No
2923,6,15,150.48,150.48,117.65,7,1.84,13,2,37,Yes
2924,5,16,194.09,194.09,132.08,10,2.98,12,3,42,Yes
2925,6,17,168.06,168.06,107.6,7,2.61,11,3,38,Yes
2926,6,14,197.75,197.75,148.45,9,3.11,13,3,40,Yes
2927,8,12,185.57,185.57,152.32,8,2.85,14,4,35,No
2928,8,11,170.68,170.68,149.05,8,2.76,13,3,34,No
2929,9,10,214.73,214.73,150.12,13,4.25,11,4,37,Yes
2930,3,10,188.37,188.37,107.39,5,3.72,4,4,31,No
2931,5,14,193.94,193.94,132.08,8,3.08,13,3,39,Yes
2932,6,15,165.61,165.61,138.06,9,2.34,13,3,34,Yes
2933,7,14,199.31,199.31,142.5,8,3.41,13,4,37,No
2934,6,20,161.04,161.04,105.3,6,2.52,8,2,46,Yes
2935,8,12,173.42,173.42,168.42,8,2.43,14,4,31,No
2936,7,18,155.27,155.27,96.33,7,2.55,9,2,38,Yes
2937,7,14,159.19,159.19,114.45,10,3.06,6,3,27,No
2938,6,15,164.22,164.22,134.01,8,2.2,13,3,35,No
2939,7,11,194.71,194.71,98.06,8,3.71,10,3,38,No
2940,10,15,160.77,160.77,147.56,8,2.94,7,3,33,No
2941,8,13,159.67,159.67,140.3,8,2.09,13,3,36,No
2942,7,15,210.64,210.64,145.22,12,3.75,12,3,40,Yes
2943,7,9,176.79,176.79,177.79,8,2.55,12,4,31,No
2944,8,15,170.48,170.48,96.52,8,2.75,12,4,32,No
2945,6,15,181.79,181.79,144.32,9,2.67,13,3,39,Yes
2946,7,18,205.66,205.66,132.61,8,3.44,13,4,39,No
2947,7,12,168.67,168.67,108.13,9,1.81,19,4,36,No
2948,10,6,183.16,183.16,152.98,8,2.97,15,4,31,No
2949,8,8,174.83,174.83,147.52,11,2.87,12,4,28,No
2950,7,17,216.03,216.03,163.54,9,3.38,15,4,40,No
2951,5,18,201.4,201.4,161.96,11,3.29,8,3,46,Yes
2952,8,16,150.57,150.57,137.26,11,1.91,13,3,30,Yes
2953,8,13,179.3,179.3,168.87,8,2.98,10,3,33,No
2954,4,13,185.61,185.61,143.36,7,2.81,11,3,45,Yes
2955,6,8,176.07,176.07,135.04,8,2.82,10,4,27,No
2956,5,13,162.34,162.34,118.15,7,2.08,17,2,32,Yes
2957,6,10,192,192,39.64,6,3.81,8,4,42,No
2958,6,14,178.93,178.93,115.97,8,2.94,11,3,42,Yes
2959,7,16,214.19,214.19,130.01,7,3.84,12,4,38,No
2960,5,12,178.94,178.94,141.69,8,3.22,7,3,31,No
2961,7,16,172.95,172.95,109.15,7,2.87,12,3,32,No
2962,6,17,179.58,179.58,142.63,7,2.57,8,3,53,Yes
2963,6,15,185.38,185.38,122.06,7,3,11,3,44,Yes
2964,8,11,171.8,171.8,116.54,8,2.51,10,4,40,No
2965,5,16,192.23,192.23,152.47,10,2.66,19,3,30,Yes
2966,6,9,189.24,189.24,159.14,8,3.11,9,4,36,No
2967,7,15,191.08,191.08,135.86,8,2.83,14,4,36,No
2968,8,10,195.77,195.77,131.35,9,3.78,12,3,35,No
2969,5,18,215.86,215.86,164.01,11,3.67,10,4,42,Yes
2970,10,14,172.92,172.92,130.23,8,3.19,11,3,33,No
2971,6,15,198.86,198.86,127.33,11,3.55,9,3,45,Yes
2972,6,16,172.91,172.91,119.71,8,2.76,8,3,46,Yes
2973,10,9,177.25,177.25,146.6,9,3.16,14,3,27,No
2974,7,13,195.95,195.95,147.8,12,3.39,11,4,36,Yes
2975,8,13,153.73,153.73,107.17,7,3.01,9,3,26,No
2976,11,16,162.62,162.62,176.28,11,2.49,18,3,23,No
2977,9,17,178.97,178.97,140.94,8,3.06,10,3,37,No
2978,9,11,199.76,199.76,182.77,10,3.36,16,3,36,No
2979,10,17,197.09,197.09,150.53,10,3.51,12,4,36,No
2980,7,16,190.17,190.17,138.38,8,3.15,16,3,38,No
2981,7,15,186.27,186.27,129.41,10,3.24,10,3,39,Yes
2982,5,17,190.62,190.62,160.67,10,2.55,15,3,42,Yes
2983,5,15,174.36,174.36,96.4,5,2.53,11,4,37,No
2984,6,15,162.87,162.87,91.04,4,2.5,9,2,48,Yes
2985,4,18,192.01,192.01,142.6,9,2.69,12,4,40,Yes
2986,9,16,190.41,190.41,175.61,9,3.39,9,4,36,No
2987,5,16,200.92,200.92,148.29,10,3.43,10,3,41,Yes
2988,7,6,197.09,197.09,85.15,7,3.63,10,4,38,No
2989,5,12,163.11,163.11,131.14,8,2.17,14,3,34,Yes
2990,11,13,127.4,127.4,91.47,9,2.12,10,3,27,No
2991,7,14,172.07,172.07,162.33,8,2.87,13,3,27,No
2992,9,8,200.98,200.98,98.93,9,3.92,11,3,41,No
2993,7,14,207.3,207.3,157.85,11,3.65,14,4,34,Yes
2994,10,12,157.02,157.02,143.06,9,2.12,14,3,34,No
2995,7,10,196.51,196.51,122.65,6,3.15,14,3,41,No
2996,9,11,184.67,184.67,123.81,8,2.87,14,4,39,No
2997,8,11,179.2,179.2,195.86,7,2.24,12,4,37,No
2998,8,14,166.76,166.76,99.82,7,2.92,10,3,32,No
2999,6,15,191.33,191.33,145.52,10,3.05,13,3,37,Yes
3000,6,13,167.85,167.85,128.62,8,2.47,12,3,36,Yes
3001,6,11,181.56,181.56,89.9,10,2.98,10,4,40,Yes
3002,6,15,158.36,158.36,105.32,7,2.56,10,3,30,No
3003,11,11,177.34,177.34,110.46,6,2.54,16,4,41,No
3004,7,13,173.55,173.55,100.87,9,2.95,9,3,37,No
3005,8,14,181.38,181.38,130.76,7,3.5,10,3,33,No
3006,10,14,162.09,162.09,123.57,8,3.24,7,3,32,No
3007,6,18,181.99,181.99,134.55,7,2.55,13,3,44,Yes
